Travelers Companies (The)	US	S&P500	Financials	Property & Casualty Insurance
Trimble Inc.	US	S&P500	Information Technology	Application Software
Truist Financial	US	S&P500	Financials	Diversified Banks
Tyler Technologies	US	S&P500	Information Technology	Application Software
Tyson Foods	US	S&P500	Consumer Staples	Packaged Foods & Meats
U.S. Bancorp	US	S&P500	Financials	Diversified Banks
Uber	US	S&P500	Industrials	Passenger Ground Transportation
UDR, Inc.	US	S&P500	Real Estate	Multi-Family Residential REITs
Ulta Beauty	US	S&P500	Consumer Discretionary	Other Specialty Retail
Union Pacific Corporation	US	S&P500	Industrials	Rail Transportation
United Airlines Holdings	US	S&P500	Industrials	Passenger Airlines
United Parcel Service	US	S&P500	Industrials	Air Freight & Logistics
United Rentals	US	S&P500	Industrials	Trading Companies & Distributors
UnitedHealth Group	US	S&P500	Health Care	Managed Health Care
Universal Health Services	US	S&P500	Health Care	Health Care Facilities
Valero Energy	US	S&P500	Energy	Oil & Gas Refining & Marketing
Veeva Systems	US	S&P500	Health Care	Health Care Technology
Ventas	US	S&P500	Real Estate	Health Care REITs
Veralto	US	S&P500	Industrials	Environmental & Facilities Services
Verisign	US	S&P500	Information Technology	Internet Services & Infrastructure
Verisk Analytics	US	S&P500	Industrials	Research & Consulting Services
Verizon	US	S&P500	Communication Services	Integrated Telecommunication Services
Vertex Pharmaceuticals	US	S&P500	Health Care	Biotechnology
Vertiv	US	S&P500	Industrials	Electrical Components & Equipment
Viatris	US	S&P500	Health Care	Pharmaceuticals
Vici Properties	US	S&P500	Real Estate	Hotel & Resort REITs
Visa Inc.	US	S&P500	Financials	Transaction & Payment Processing Services
Vistra Corp.	US	S&P500	Utilities	Electric Utilities
Vulcan Materials Company	US	S&P500	Materials	Construction Materials
W. R. Berkley Corporation	US	S&P500	Financials	Property & Casualty Insurance
W. W. Grainger	US	S&P500	Industrials	Industrial Machinery & Supplies & Components
Wabtec	US	S&P500	Industrials	Construction Machinery & Heavy Transportation Equipment
Walmart	US	S&P500	Consumer Staples	Consumer Staples Merchandise Retail
Walt Disney Company (The)	US	S&P500	Communication Services	Movies & Entertainment
Warner Bros. Discovery	US	S&P500	Communication Services	Broadcasting
Waste Management	US	S&P500	Industrials	Environmental & Facilities Services
Waters Corporation	US	S&P500	Health Care	Life Sciences Tools & Services
WEC Energy Group	US	S&P500	Utilities	Electric Utilities
Wells Fargo	US	S&P500	Financials	Diversified Banks
Welltower	US	S&P500	Real Estate	Health Care REITs
West Pharmaceutical Services	US	S&P500	Health Care	Health Care Supplies
Western Digital	US	S&P500	Information Technology	Technology Hardware, Storage & Peripherals
Weyerhaeuser	US	S&P500	Real Estate	Timber REITs
Williams-Sonoma, Inc.	US	S&P500	Consumer Discretionary	Homefurnishing Retail
Williams Companies	US	S&P500	Energy	Oil & Gas Storage & Transportation
Willis Towers Watson	US	S&P500	Financials	Insurance Brokers
Workday, Inc.	US	S&P500	Information Technology	Application Software
Wynn Resorts	US	S&P500	Consumer Discretionary	Casinos & Gaming
Xcel Energy	US	S&P500	Utilities	Multi-Utilities
Xylem Inc.	US	S&P500	Industrials	Industrial Machinery & Supplies & Components
Yum! Brands	US	S&P500	Consumer Discretionary	Restaurants
Zebra Technologies	US	S&P500	Information Technology	Electronic Equipment & Instruments
Zimmer Biomet	US	S&P500	Health Care	Health Care Equipment
Zoetis	US	S&P500	Health Care	Pharmaceuticals
